id,category,file,line,unit_kind,tier,matched_signatures,date,ratified_by,evidence_pointer,dedup_group_size,status,conformance,decision_text
DH-13149,cc_reports,cc_stage5_phase2_2a_report.md,60,bullet,high,STOP (#13),,,,1,,,"- The **G-family `rawCandidates` pull/pop** is shared infrastructure serving all four G-sub-gates; each G-sub-gate disable skips only its own swap `if`, leaving the pull (which is inert without a firing sub-gate via the pop-back). Not a coupling STOP."
DH-13150,cc_reports,cc_stage5_phase2_2a_report.md,65,bullet,high,ruled/ruling,,,run_bach_preset.py;ours.json;tools/corpus/,1,,,2. **An identity override file with zero disables ⇒ byte-identical again** — unit test `ParamOverride.IdentityFileWithNoDisableLeavesAllRulesEnabled` (every rule enabled) + `param-override: applied … 0 §6 rules disabled` message on an identity file (direct `batch_analyze` check).
DH-13151,cc_reports,cc_stage5_phase2_2a_report.md,69,bullet,high,ruled/ruling;rejected,,,paramoverride_tests.cpp;postscoringgates_tests.cpp,1,,,"- **Grammar (`paramoverride_tests.cpp`, +6):** the 14 names known (`postScoringRuleNames`), count = 14, `GateB`/unknown rejected; a `disable_rule` line sets the flag + counts (`rulesDisabled`); mixes with value overrides; **unknown rule name throws**; bare `disable_rule` throws; identity-with-no-disable leaves all rules enabled."
DH-13152,cc_reports,cc_stage5_phase2_2a_report.md,72,paragraph,high,ruled/ruling;retired,,,docs/scoring_model.md;postscoringgates_tests.cpp,1,,,"**Doc-sync (same commit, SHA 1):** `docs/scoring_model.md` §6 gains a one-line note — the §6 rules are individually disable-able via the override file, measurement-only, default absent, retires no rule."
DH-13153,cc_reports,cc_stage5_phase2_2a_report.md,78,paragraph,high,ratified;ruled/ruling,,,tools/fit_ledgers/stage5_rule_dissolution_audit.jsonl,1,,,"Carrier **Baroque**, fitting split **261**, current weights, via the driver `audit` mode; every run ledgered to `tools/fit_ledgers/stage5_rule_dissolution_audit.jsonl`. **Baseline (all rules on):** root-agree **63.5026 %**, RN 44.8517 %, key 68.2587 %, batch **46** (two-tier class split **b:22 / a:24**), class-(b) disagree duration 2 313 320, class-(a) 87 360. (Root + batch reproduce the ratified fitting-split baseline exactly.)"
DH-13154,cc_reports,cc_stage5_phase2_2a_report.md,99,paragraph,high,STOP (#13),,,,1,,,"Denominators, named: **Δroot / RN / key** are variant-(b) **duration-weighted** agreement percentages on the **fitting split (261 scores, 326-cell WiR coverage restricted to fitting stems)**; **batch** is the fitting-subset batch-stop (BIR=false) case count; **clsB/clsA dur** are the aggregate class-(b)/class-(a) **root-disagree durations** over the fitting cells (MuseScore ticks). The removed/added cases' two-tier class was verified against the frozen-baseline a8 mapping (`bwv60.5@30960` = class-b; `bwv227.7@18000` = class-b, from the FM2 row's `new_class_b_batch_cases`)."
DH-13155,cc_reports,cc_stage5_phase2_2a_report.md,101,heading,high,ruled/ruling,,,,1,,,### Batch subset-diff — every change explained (only two rules move the fitting batch SET)
DH-13156,cc_reports,cc_stage5_phase2_2a_report.md,105,bullet,high,ruled/ruling,,,,1,,,"- **All other 12 rules: EMPTY batch set-diff** (no case added/removed/class-changed). GateE/GateH/GateJ/GateI/GateGE move only the *aggregate* class-duration (sub-batch-threshold), not the batch case set."
DH-13157,cc_reports,cc_stage5_phase2_2a_report.md,109,paragraph,high,ruled/ruling;no longer,,,,1,,,"**Every rule has ≥1 pinned test** — a positive finding: the §6 block has **full pin coverage** (no rule lacks a pinned fixture; mapped in the table above). The replay is realized as the +14 `PostScoringRuleDisable.<Rule>_DisabledDoesNotFire` tests: for each rule the ENABLED arm reproduces the rule's pinned firing outcome and the DISABLED arm shows non-firing — i.e. the rule's ""fires"" fixtures **would fail** with the rule disabled (their pinned post-state is no longer reached), while the ""no-flip/guard"" fixtures are unaffected. All 14 pass (composing 1116/0). The existing pinned gate tests all pass with rules enabled (the baseline). No rule needed an invented test."
DH-13158,cc_reports,cc_stage5_phase2_2a_report.md,115,heading,broad,verdict,,,,1,,,"### Provisional classification (measurement only — NO verdict; each verdict is 2.2b's, per D-7)"
DH-13159,cc_reports,cc_stage5_phase2_2a_report.md,117,bullet,high,retired,,,,1,,,"- **(a) disable-inert at current weights (fitting split)** — retirement CANDIDATES for 2.2b (which tests whether *fitted* weights reproduce the pinned fixtures): **GateA, GateF, GateGB, GateGC, GateGD, GateK, GateL** (Δroot = 0.0000, batch unchanged, zero class movement — they fire on no fitting-split cell, or scoring-neutrally). **GateGE** is (a) for the objective and the batch SET, with a noted **1440-duration class-b→class-a reshuffle** (no root-agreement change, no batch case change) — sub-threshold symmetric-rotation churn, provisionally (a)."
DH-13160,cc_reports,cc_stage5_phase2_2a_report.md,119,bullet,broad,verdict,,,,1,,,"- **Active, disable-BENEFICIAL on the fitting split** — a distinct provisional category surfaced by the measurement: **NOT inert, NOT harmful; the rule's correction slightly *harms* the root-only fitting objective.** **BiasCorrection** (+0.0036; fixes a class-(b) batch case), **GateE** (+0.0073), **GateH** (+0.0073), and **★ GateJ** (+0.0547; class-(b) duration −3600 — the largest-magnitude finding). These are strong 2.2b refit/verification subjects; **no verdict here.**"
DH-13161,cc_reports,cc_stage5_phase2_2a_report.md,120,bullet,high,ruled/ruling;STOP (#13),,,,1,,,- **(c) coupled / unresolvable (the Task-2 STOP class)** — **NONE.** All 14 rules disabled cleanly.
DH-13162,cc_reports,cc_stage5_phase2_2a_report.md,124,paragraph,high,retired;the rule is;decided/decision;never;verdict,,,,1,,,"Disabling **GateJ** (the vii°→V7 completion — the rule the roadmap expects to survive **longest** as a structural fact a continuous weight cannot encode) **improves** the root-only fitting objective by **+0.0547** and **reduces** class-(b) disagree duration by 3600, while it **worsens RN agreement (−0.0146)** and slightly raises key (+0.0219). Mechanism: Gate J re-roots a diminished triad to a dominant-7th a major third below; where DCML labels the sonority `vii°` (the diminished root), Gate J's `V7` reading disagrees **on the root** — so the **root-only** objective, which is quality/function-silent, penalizes a structurally-motivated re-rooting that the **RN** respect (the full functional label) rewards. This is a signal about the **objective vs the rule**, not evidence Gate J is wrong. Per the standing instruction, this is **declared as an inference-quality observation, not acted on**: Gate J's retirement question is 2.2b's, decided by **per-case verification against the actual notes / music21 GT region** (is `V7/A♯` or `vii°/A♯` the DCML-correct root at each firing?), never by this aggregate. The root-only-objective / structural-rule tension this exposes is exactly why D-7 makes dissolution an **audited per-rule verdict**, not a bulk deletion."
DH-13163,cc_reports,cc_stage5_phase2_2a_report.md,128,paragraph,high,STOP (#13),,,,1,,,"**14 rule evals + 1 baseline = 15 evaluations, ~50 s/eval (~12.5 min total)** — regen-dominated, within the Phase-0 figure (far under the 4× / STOP). Deterministic (fixed rule order; the shared `evaluate()` determinism proof stands)."
DH-13164,cc_reports,cc_stage5_phase2_2a_report.md,140,heading,high,retired,,,run_bach_preset.py;a8_rebaseline_measure.py;characterise_bir_false.py;stage5_split_registry.json,5,,,## Reuse-vs-new + what retires
DH-13165,cc_reports,cc_stage5_phase2_2a_report.md,145,bullet,high,ratified;user-ratified;retired,,user,0296e38f63;7367c7ae96;tools/fit_ledgers/;tools/reports/,1,,,"- **Retires: NOTHING.** This dispatch produces the *evidence* for retirements (the audit table), not retirements — each retirement is its own 2.2b audited, user-ratified commit (D-7)."
DH-13166,cc_reports,cc_stage5_phase2_2a_report.md,149,heading,high,STOP (#13),,,,3,,,## STOP conditions — status (none tripped)
DH-13167,cc_reports,cc_stage5_phase2_2a_report.md,152,bullet,high,retired,,,chordanalyzer.cpp;postscoringgates.cpp;tools/corpus/,1,,,- **Any committed constant / rule value change:** none — only the additive mechanism + tools + doc-sync + ledgers + this report. No `chordanalyzer.cpp`/`postscoringgates.cpp` constant changed value; no rule retired.
DH-13168,cc_reports,cc_stage5_phase2_2a_report.md,153,bullet,high,STOP (#13),,,chordanalyzer.cpp;postscoringgates.cpp;tools/corpus/,1,,,"- **A rule that cannot be cleanly skipped (coupling STOP):** none — all 14 clean; the two shared-state neighbours (G-family pull/pop; A→FM2 cascade) handled as clean skips and recorded, not restructured."
DH-13169,cc_reports,cc_stage5_phase2_2a_report.md,160,heading,broad,verdict,,user,,1,,,"## Checkpoint — the evidence, not a verdict"
DH-13170,cc_reports,cc_stage5_phase2_2a_report.md,162,paragraph,high,ratified;user-ratified;ruled/ruling;retired;decided/decision;verdict,,user,,1,,,"The mechanism is proven **byte-identical absent** (the acceptance) and the **14-rule audit table** is complete with every diff explained and every rule's pinned fixtures replayed. The evidence for 2.2b: **7 rules disable-inert** (retirement candidates), **2 load-bearing** (FM2, GateI — the fit must reproduce their class-(b) corrections), and **4 active-but-disable-beneficial on the root-only fitting objective** (BiasCorrection, GateE, GateH, and — most sharply — **GateJ**, which the root-only metric penalizes while RN rewards: an **inference-adjacent signal declared, not acted on**). **No rule retires by this dispatch** — the joint fit + per-case verification (2.2b, D-7, user-ratified) decides each verdict on this evidence."
DH-13171,cc_reports,cc_stage5_phase2_2b_report.md,1,heading,high,retired;verdict,2026-07-05,cowork,cc_instruction_stage5_phase2_2b.md;cowork_stage5_fitter_design.md,1,,,"# CC report — Stage-5 fitter, Phase 2.2b: verdict evidence completion + the JOINT FIT — candidates + PREPARED verdicts, nothing adopted or retired"
DH-13172,cc_reports,cc_stage5_phase2_2b_report.md,3,paragraph,high,ratified;user-ratified;retired;decided/decision;verdict,2026-07-05,cowork;user,a31b56639d;cc_instruction_stage5_phase2_2b.md;cowork_stage5_fitter_design.md,1,,,"**Dispatch:** `cc_instruction_stage5_phase2_2b.md` (Cowork, 2026-07-05) · **Design:** `cowork_stage5_fitter_design.md` (SIGNED, P1-ratified; §4.2/§4.4 family 2, D-7, §15 O-7)
**HEAD at dispatch:** `a31b56639d` · **branch:** `master` · fork-only (`origin` = `slimvince/MuseScore`), local/unpushed.
**Nature:** the fifth CC increment of the Stage-5 arc — completes the 2.2a audit's scope caveats (cross-carrier, full-corpus, firing-site-level) and runs the P1-ratified JOINT FIT under three declared rule configurations. **NOTHING adopted; no committed constant value changed; NO rule retired.** Produces per-rule VERDICT PROPOSALS + fit CANDIDATES with full decision surfaces; every verdict and every adoption is a separate user-ratified event."
DH-13173,cc_reports,cc_stage5_phase2_2b_report.md,22,bullet,high,STOP (#13),,,a31b56639d;0dd64660f4;7367c7ae96;STATUS.md;COWORK_HANDOFF.md;cowork_style_taxonomy_proposal.md;_out.txt;ours.json,1,,,"- **Dirty set matched the dispatch's expectation exactly:** the three Cowork narrative fold files carrying the session-22p verification+dispatch record (`STATUS.md`, `COWORK_HANDOFF.md`, `cowork_style_taxonomy_proposal.md` — the KNOWN §6/§6a preset-layer Cowork edit) + the deliberately-untracked scratch (`idiom_discovery/vl_*_out.txt`, `scratch_artifacts/`). Nothing else. **No STOP.**"
DH-13174,cc_reports,cc_stage5_phase2_2b_report.md,24,bullet,high,ruled/ruling,,,a31b56639d;7367c7ae96;0dd64660f4;STATUS.md;COWORK_HANDOFF.md;cowork_style_taxonomy_proposal.md;_out.txt;ours.json,1,,,"- **Binary check:** `batch_analyze.exe` (11:10, the 2.2a mechanism build) honors `disable_rule` — verified live (`param-override: applied 1 overrides (… 1 §6 rules disabled)`); no `src/` change is unbuilt (HEAD `a31b56639d` is a docs-only fold; `7367c7ae96` was tools-only)."
DH-13175,cc_reports,cc_stage5_phase2_2b_report.md,29,heading,broad,verdict,,,,2,,,## Task 1 — verdict evidence completion (read-only; closes the 2.2a scope caveats)
DH-13176,cc_reports,cc_stage5_phase2_2b_report.md,31,paragraph,high,ratified;ruled/ruling,,,,1,,,"**Full-corpus baselines (all rules on), reproduced exactly vs the ratified §4.2 baselines:**"
DH-13177,cc_reports,cc_stage5_phase2_2b_report.md,39,paragraph,high,ratified,,,,1,,,"(Baroque 63.32 / Jazz 62.37 / Default 63.22 — the ratified A-8 variant-(b) baselines, batch 53/24/53 — reproduced to 4 dp.)"
DH-13178,cc_reports,cc_stage5_phase2_2b_report.md,41,heading,high,ruled/ruling,,,,1,,,"### Task 1.1 — the cross-carrier, full-corpus disable table (14 rules × 3 carriers = 42 evals + 3 baselines)"
DH-13179,cc_reports,cc_stage5_phase2_2b_report.md,78,paragraph,broad,chosen/choice,,,tools/fit_ledgers/stage5_rule_firing_sites.jsonl,1,,,"Committed ledger `tools/fit_ledgers/stage5_rule_firing_sites.jsonl` (968 rows). Method: full-corpus regen rule-off vs baseline, union-of-region-boundaries cell grid, a cell whose chosen root_pc OR chord_symbol differs is an effective site (post-scoring gates re-root within fixed boundaries; the diff includes the rootContinuity cascade footprint — the rule's *effective* sites per the dispatch). Merged into runs; each records stem@tick, our-root-ON, our-root-OFF, WiR root + WiR roman numeral (where covered), duration, two-tier class."
DH-13180,cc_reports,cc_stage5_phase2_2b_report.md,99,paragraph,broad,held/parked,,,,1,,,"**Cross-carrier-fully-inert set (0 sites on ALL THREE carriers)** = **{GateA, GateF, GateGB, GateGC, GateK}** (5). The 2.2a fitting-split inert-7 loses **GateGD** (1 Baroque full-corpus site — inert on the fitting split, live on held-out) and **GateL** (18 Jazz sites, load-bearing there) — both ""live elsewhere → drop out of the dissolution-candidate set"" per the dispatch."
DH-13181,cc_reports,cc_stage5_phase2_2b_report.md,103,bullet,high,no longer,,,CLAUDE.md,1,,,"- **Gate K — founding `bwv40.6` (A+ → F♯5/A):** the rule **no longer touches it** (0 firing sites anywhere). Gate K is fully inert; the first-inversion-augmented correction it was built for is now produced upstream (the augmented-rotation handling that survives is Gate H / the scoring templates), not by Gate K's swap."
